requestid,problem_code,date_initiated,description,category,dispatch_to,address,zone,keymap,zip_code,status,initiated_date,initiated_time
218353,Tree Removal,2025-01-14 02:14 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5647 Grape St,  Houston,  Texas,  77096","7, ZONE",531N,77096,CLOSED,2025-01-14,02:14 PM
218356,Tree Trim,2025-01-14 02:23 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","1112 E 16Th St,  Houston,  Texas,  77009","3, ZONE",453W,77009,CLOSED,2025-01-14,02:23 PM
218366,Tree Removal,2025-01-14 02:59 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8044 Bonner Dr,  Houston,  Texas,  77017","5, ZONE",535U,77017,ROUTE,2025-01-14,02:59 PM
218378,Tree Removal,2025-01-14 03:56 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4107 Laura Koppe Rd,  Houston,  Texas,  77093","4, ZONE",454F,77093,CLOSED,2025-01-14,03:56 PM
218380,Tree Trim,2025-01-14 04:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","12037 Reedcrest St,  Houston,  Texas,  77085","7, ZONE",570M,77085,CLOSED,2025-01-14,04:11 PM
218384,Tree Trim,2025-01-15 03:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2301 Main St,  Houston,  Texas,  77002","2, ZONE",493U,77002,CLOSED,2025-01-15,03:41 AM
218391,Tree Trim,2025-01-15 07:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1103 Henke St,  Houston,  Texas,  77020","5, ZONE",494M,77020,CLOSED,2025-01-15,07:41 AM
218395,Tree Removal,2025-01-15 09:00 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","8700 Westpark Dr,  Houston,  Texas,  77063","2, ZONE",530C,77063,CLOSED,2025-01-15,09:00 AM
218398,Tree Trim,2025-01-15 09:24 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7722 Folkstone Ln,  Houston,  Texas,  77075","6, ZONE",575T,77075,CLOSED,2025-01-15,09:24 AM
218405,Tree Removal,2025-01-15 10:42 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","10570 Hammerly Blvd,  Houston,  Texas,  77043","3, ZONE",449R,77043,CLOSED,2025-01-15,10:42 AM
218406,Tree Trim,2025-01-15 10:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","10497 Hammerly Blvd,  Houston,  Texas,  77043","3, ZONE",449R,77043,CLOSED,2025-01-15,10:45 AM
218409,Tree Trim,2025-01-15 11:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11370 Oakcenter Dr,  Houston,  Texas,  77072","2, ZONE",529F,77072,CLOSED,2025-01-15,11:45 AM
218418,Tree Code Violation,2025-01-15 01:24 PM,Tree Code Violation Inspection,TREEPROTECTION,"UF - CASTILLO, ALEJANDRO","800 Tomwood,  Houston,  Texas,  77023","5, ZONE",494T,77023,CLOSED,2025-01-15,01:24 PM
218419,Tree Code Violation,2025-01-15 01:27 PM,Tree Code Violation Inspection,TREEPROTECTION,"UF - CASTILLO, ALEJANDRO","4704 Walker St,  Houston,  Texas,  77023","5, ZONE",494T,77023,CLOSED,2025-01-15,01:27 PM
218421,Tree Removal,2025-01-15 02:04 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4635 Werner St,  Houston,  Texas,  77022","3, ZONE",453J,77022,CLOSED,2025-01-15,02:04 PM
218429,Tree Trim,2025-01-15 04:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1325 Willard St,  Houston,  Texas,  77006 (Montrose)","2, ZONE",493N,77006,CLOSED,2025-01-15,04:40 PM
218431,Tree Trim,2025-01-15 04:46 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","9088 Wilcrest Dr,  Houston,  Texas,  77099","2, ZONE",529Q,77099,CLOSED,2025-01-15,04:46 PM
218433,Tree Trim,2025-01-15 06:50 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1227 Indian Autumn Trce,  Houston,  Texas,  77062","5, ZONE",618A,77062,CLOSED,2025-01-15,06:50 PM
218434,Tree Removal,2025-01-15 07:41 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","10323 Westray St,  Houston,  Texas,  77043","3, ZONE",449R,77043,CLOSED,2025-01-15,07:41 PM
218435,Tree Trim,2025-01-15 07:53 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ACOSTA, MELISSA","3201 Fulton St,  Houston,  Texas,  77009 (Moody Park - Aquatic Center)","4, ZONE",493D,77009,CLOSED,2025-01-15,07:53 PM
218436,Tree Trim,2025-01-15 07:56 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ACOSTA, MELISSA","6911 Nordling Rd,  Houston,  Texas,  77076 (Northline Park - Aquatic Center)","4, ZONE",413W,77076,CLOSED,2025-01-15,07:56 PM
218442,Tree Trim,2025-01-16 07:49 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","918 Welch St,  Houston,  Texas,  77006 (Montrose)","2, ZONE",493N,77006,CLOSED,2025-01-16,07:49 AM
218443,Tree Stump Grinding,2025-01-16 08:56 AM,Tree Stump Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5718 Ariel St,  Houston,  Texas,  77096","7, ZONE",531N,77096,CLOSED,2025-01-16,08:56 AM
218448,Tree Trim,2025-01-16 11:02 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","526 Benignus Rd,  Houston,  Texas,  77024","2, ZONE",489H,77024,CLOSED,2025-01-16,11:02 AM
218449,Tree Trim,2025-01-16 11:14 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","12735 Whittington Dr,  Houston,  Texas,  77077","2, ZONE",488Q,77077,CLOSED,2025-01-16,11:14 AM
218451,Tree Trim,2025-01-16 12:03 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3800 Blue Bonnet Blvd,  Houston,  Texas,  77025","7, ZONE",532J,77025,CLOSED,2025-01-16,12:03 PM
218454,Tree Trim,2025-01-16 12:27 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","10603 Wickersham Ln,  Houston,  Texas,  77042","2, ZONE",489U,77042,CLOSED,2025-01-16,12:27 PM
218456,Tree Stump Grinding,2025-01-16 12:51 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5119 Queensloch Dr,  Houston,  Texas,  77096","7, ZONE",531U,77096,CLOSED,2025-01-16,12:51 PM
218457,Tree Removal,2025-01-16 12:54 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","900 Winston St,  Houston,  Texas,  77009","3, ZONE",453X,77009,CLOSED,2025-01-16,12:54 PM
218458,Tree Removal,2025-01-16 01:00 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8721 Dunlap St,  Houston,  Texas,  77074","7, ZONE",531N,77096,CLOSED,2025-01-16,01:00 PM
218463,Tree Trim,2025-01-16 02:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","16235 Canaridge Dr,  Houston,  Texas,  77053","7, ZONE",611B,77053,CLOSED,2025-01-16,02:11 PM
218467,Tree Trim,2025-01-16 04:27 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6829 Academy St,  Houston,  Texas,  77025","7, ZONE",532E,77025,CLOSED,2025-01-16,04:27 PM
218471,Tree Removal,2025-01-16 11:23 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","816 Montrose Blvd,  Houston,  Texas,  77019 (Magnolia Cemetery)","2, ZONE",493J,77019,CLOSED,2025-01-16,11:23 PM
218474,Tree Trim,2025-01-17 07:30 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","1111 Studewood St,  Houston,  Texas,  77008","3, ZONE",453W,77008,CLOSED,2025-01-17,07:30 AM
218478,Tree Removal,2025-01-17 09:31 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2715 La Branch St,  Houston,  Texas,  77004","2, ZONE",493U,77004,CLOSED,2025-01-17,09:31 AM
218479,Tree Trim,2025-01-17 09:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1397 Highway 6 N,  Houston,  Texas,  77084","3, ZONE",448W,77079,CLOSED,2025-01-17,09:37 AM
218481,Tree Trim,2025-01-17 10:31 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2302 Dunstan Rd,  Houston,  Texas,  77005","7, ZONE",532C,77005,CLOSED,2025-01-17,10:31 AM
218492,Tree Removal,2025-01-17 01:41 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7722 Folkstone Ln,  Houston,  Texas,  77075","6, ZONE",575T,77075,CLOSED,2025-01-17,01:41 PM
218502,Tree Removal,2025-01-17 04:41 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","8141 Way St,  Houston,  Texas,  77028","4, ZONE",455F,77028,CLOSED,2025-01-17,04:41 PM
218505,Tree Trim,2025-01-17 08:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","9802 Magnolia Village Ln,  Houston,  Texas,  77080","3, ZONE",450K,77080,CLOSED,2025-01-17,08:30 PM
218506,Tree Trim,2025-01-17 09:22 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3023 Bering Dr,  Houston,  Texas,  77057","2, ZONE",491X,77057,CLOSED,2025-01-17,09:22 PM
218507,Tree Trim,2025-01-17 09:58 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3113 Bering Dr,  Houston,  Texas,  77057","2, ZONE",491X,77057,CLOSED,2025-01-17,09:58 PM
218508,Tree Trim,2025-01-18 10:19 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","3399 Florence St,  Houston,  Texas,  77009","3, ZONE",493B,77009,CLOSED,2025-01-18,10:19 AM
218509,Tree Trim,2025-01-18 03:55 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5027 Park Dr,  Houston,  Texas,  77023","5, ZONE",494T,77023,CLOSED,2025-01-18,03:55 PM
218510,Tree Removal,2025-01-18 05:38 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5611 Barremore St,  Houston,  Texas,  77023","5, ZONE",534C,77023,CLOSED,2025-01-18,05:38 PM
218511,Tree Trim,2025-01-19 05:57 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4610 Norhill Blvd,  Houston,  Texas,  77009","3, ZONE",453X,77009,CLOSED,2025-01-19,05:57 PM
218518,Tree Removal,2025-01-20 05:18 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","8002 Airline Dr,  Houston,  Texas,  77037","4, ZONE",413T,77037,CLOSED,2025-01-20,05:18 AM
218519,Tree Trim,2025-01-20 08:58 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","3409 Cortlandt St,  Houston,  Texas,  77018","3, ZONE",453N,77018,CLOSED,2025-01-20,08:58 AM
218520,Tree Trim,2025-01-20 10:10 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3747 Amos St,  Houston,  Texas,  77021","6, ZONE",533Q,77021,CLOSED,2025-01-20,10:10 AM
218524,Tree Removal,2025-01-21 04:41 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","301 W Little York Rd,  Houston,  Texas,  77076","4, ZONE",412V,77076,CLOSED,2025-01-21,04:41 AM
218533,Tree Trim,2025-01-21 10:54 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5225 Calhoun Rd,  Houston,  Texas,  77021 (Macgregor Park - Pool Area)","6, ZONE",534E,77021,CLOSED,2025-01-21,10:54 PM
218536,Tree Trim,2025-01-22 10:17 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8955 South Fwy,  Houston,  Texas,  77051","6, ZONE",533W,77051,CLOSED,2025-01-22,10:17 AM
218539,Tree Trim,2025-01-22 02:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","8531 Observatory St,  Houston,  Texas,  77088","3, ZONE",412N,77088,CLOSED,2025-01-22,02:30 PM
218563,Tree Trim,2025-01-23 01:03 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6106 Burgoyne Rd,  Houston,  Texas,  77057","2, ZONE",491S,77057,CLOSED,2025-01-23,01:03 PM
218564,Tree Stump Grinding,2025-01-23 01:03 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","10520 Hammerly Blvd,  Houston,  Texas,  77043","3, ZONE",449R,77043,ROUTE,2025-01-23,01:03 PM
218565,Tree Removal,2025-01-23 01:33 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","900 Silber Rd,  Houston,  Texas,  77024","2, ZONE",491C,77024,CLOSED,2025-01-23,01:33 PM
218577,Tree Removal,2025-01-23 03:27 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","13206 Gerrards Cross Dr,  Houston,  Texas,  77082","2, ZONE",528C,77082,CLOSED,2025-01-23,03:27 PM
218578,Tree Trim,2025-01-23 03:27 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","3511 Milam St,  Houston,  Texas,  77002","2, ZONE",493T,77002,CLOSED,2025-01-23,03:27 PM
218587,Tree Trim,2025-01-23 06:49 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3200 Adair St,  Houston,  Texas,  77004","6, ZONE",493Z,77004,CLOSED,2025-01-23,06:49 PM
218589,Tree Trim,2025-01-23 09:35 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","106 Sabine St,  Houston,  Texas,  77007","2, ZONE",493K,77007,CLOSED,2025-01-23,09:35 PM
218592,Tree Removal,2025-01-24 08:16 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6118 Tenton Park Ln,  Houston,  Texas,  77092","3, ZONE",451F,77092,CLOSED,2025-01-24,08:16 AM
218600,Tree Removal,2025-01-24 10:20 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2813 W T C Jester Blvd,  Houston,  Texas,  77018","3, ZONE",452N,77092,CLOSED,2025-01-24,10:20 AM
218605,Tree Removal,2025-01-24 12:02 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","5419 Fairchild St,  Houston,  Texas,  77028","4, ZONE",455T,77028,CLOSED,2025-01-24,12:02 PM
218610,Tree Removal,2025-01-24 01:39 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5118 Balkin St,  Houston,  Texas,  77021","6, ZONE",534N,77021,CLOSED,2025-01-24,01:39 PM
218617,Tree Removal,2025-01-25 05:39 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2000 E T.C. Jester Blvd,  Houston,  Texas,  77008","3, ZONE",452T,77008,CLOSED,2025-01-25,05:39 AM
218618,Tree Trim,2025-01-25 12:34 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5700 Effingham Dr,  Houston,  Texas,  77035 (Hager Park)","7, ZONE",571E,77035,CLOSED,2025-01-25,12:34 PM
218620,Tree Trim,2025-01-25 06:02 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5404 Elysian St,  Houston,  Texas,  77009","4, ZONE",453V,77009,CLOSED,2025-01-25,06:02 PM
218621,Tree Removal,2025-01-26 01:19 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4718 Creekbend Dr,  Houston,  Texas,  77035","7, ZONE",531Z,77035,CLOSED,2025-01-26,01:19 AM
218622,Tree Removal,2025-01-26 01:25 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3808 Roseland St,  Houston,  Texas,  77006 (Montrose)","2, ZONE",493S,77006,CLOSED,2025-01-26,01:25 AM
218623,Tree Protection Rev,2025-01-26 10:33 AM,Tree Protection Review Inspection,TREEPROTECTION,"UF - POLOVTSEV, SERA","7706 Ludington Dr,  Houston,  Texas,  77071","7, ZONE",570C,77071,CLOSED,2025-01-26,10:33 AM
218624,Tree Removal,2025-01-26 10:36 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","1506 Chestnut Grove Ln,  Kingwood,  Texas,  77345","4, ZONE",338A,77345,CLOSED,2025-01-26,10:36 AM
218625,Tree Trim,2025-01-26 11:12 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7700 San Felipe St,  Houston,  Texas,  77063","2, ZONE",490R,77063,ROUTE,2025-01-26,11:12 AM
218626,Tree Removal,2025-01-26 12:03 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7141 Ilex St,  Houston,  Texas,  77087","5, ZONE",535E,77087,CLOSED,2025-01-26,12:03 PM
218627,Tree Trim,2025-01-26 03:22 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6003 Redding Rd,  Houston,  Texas,  77036","2, ZONE",530A,77036,CLOSED,2025-01-26,03:22 PM
218634,Tree Trim,2025-01-27 08:29 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1103 Henke St,  Houston,  Texas,  77020","5, ZONE",494M,77020,CLOSED,2025-01-27,08:29 AM
218644,Tree Trim,2025-01-27 09:48 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4500 Bungalow Ln,  Houston,  Texas,  77047","6, ZONE",573M,77047,CLOSED,2025-01-27,09:48 AM
218645,Tree Removal,2025-01-27 10:06 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7401 Avenue H,  Houston,  Texas,  77011","5, ZONE",495S,77011,CLOSED,2025-01-27,10:06 AM
218656,Tree Removal,2025-01-27 02:19 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1906 Swift Blvd,  Houston,  Texas,  77030","7, ZONE",532H,77030,CLOSED,2025-01-27,02:19 PM
218660,Tree Trim,2025-01-27 03:01 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","9901 Club Creek Dr,  Houston,  Texas,  77036","2, ZONE",529R,77036,CLOSED,2025-01-27,03:01 PM
218663,Tree Stump Grinding,2025-01-27 03:43 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4378 T C Jester Blvd,  Houston,  Texas,  77018","3, ZONE",451H,77018,CLOSED,2025-01-27,03:43 PM
218672,Tree Trim,2025-01-28 08:11 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Sawyer St & Decatur St,  Houston,  Texas,  77007","2, ZONE",493K,77007,CLOSED,2025-01-28,08:11 AM
218683,Tree Trim,2025-01-28 10:11 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","10403 Sagewick Dr,  Houston,  Texas,  77089","6, ZONE",576Y,77089,CLOSED,2025-01-28,10:11 AM
218684,Tree Trim,2025-01-28 11:12 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","12107 Palmdate St,  Houston,  Texas,  77034","5, ZONE",576Q,77034,CLOSED,2025-01-28,11:12 AM
218685,Tree Trim,2025-01-28 11:15 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","10219 Tolman St,  Houston,  Texas,  77034","5, ZONE",576F,77034,CLOSED,2025-01-28,11:15 AM
218686,Tree Trim,2025-01-28 11:15 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8823 Danbury Hollow Ln,  Houston,  Texas,  77075","6, ZONE",575U,77075,CLOSED,2025-01-28,11:15 AM
218703,Tree Stump Grinding,2025-01-28 02:33 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","402 E 9Th St,  Houston,  Texas,  77007","3, ZONE",493A,77007,CLOSED,2025-01-28,02:33 PM
218717,Tree Removal,2025-01-28 03:55 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","12211 Riva Ridge Ln,  Houston,  Texas,  77071","7, ZONE",570G,77071,CLOSED,2025-01-28,03:55 PM
218719,Tree Removal,2025-01-28 04:11 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","1802 Yale St,  Houston,  Texas,  77008","3, ZONE",452V,77008,CLOSED,2025-01-28,04:11 PM
218720,Tree Trim,2025-01-28 04:25 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4221 Dabney St,  Houston,  Texas,  77026","4, ZONE",454Z,77026,CLOSED,2025-01-28,04:25 PM
218721,Tree Removal,2025-01-28 04:28 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1300 Wrightwood St,  Houston,  Texas,  77009 (Woodland Park)","3, ZONE",493C,77009,CLOSED,2025-01-28,04:28 PM
218722,Tree Removal,2025-01-28 04:43 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5615 Belneath St,  Houston,  Texas,  77033","6, ZONE",534W,77033,CLOSED,2025-01-28,04:43 PM
218728,Tree Removal,2025-01-28 06:08 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1650 Ledwicke St,  Houston,  Texas,  77029","5, ZONE",495L,77029,CLOSED,2025-01-28,06:08 PM
218729,Tree Trim,2025-01-28 06:16 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","2212 Gano St,  Houston,  Texas,  77009","4, ZONE",493D,77009,CLOSED,2025-01-28,06:16 PM
218730,Tree Trim,2025-01-28 07:56 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","212 Parkview St,  Houston,  Texas,  77009 (Woodland Park)","3, ZONE",493C,77009,CLOSED,2025-01-28,07:56 PM
218734,Tree Trim,2025-01-29 08:16 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4103 Sun Meadow Dr,  Houston,  Texas,  77072","2, ZONE",529B,77072,CLOSED,2025-01-29,08:16 AM
218740,Tree Trim,2025-01-29 08:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4314 Hazelton St,  Houston,  Texas,  77035","7, ZONE",531Z,77035,CLOSED,2025-01-29,08:53 AM
218751,Tree Trim,2025-01-29 10:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1500 North Blvd,  Houston,  Texas,  77006","7, ZONE",492Z,77006,CLOSED,2025-01-29,10:53 AM
218752,Tree Removal,2025-01-29 12:27 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1600 Gemini St,  Houston,  Texas,  77058","5, ZONE",618Q,77058,CLOSED,2025-01-29,12:27 PM
218753,Tree Removal,2025-01-29 12:47 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2101 Albans Rd,  Houston,  Texas,  77005","7, ZONE",532D,77005,CLOSED,2025-01-29,12:47 PM
218755,Tree Removal,2025-01-29 01:08 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","8312 Shotwell St,  Houston,  Texas,  77016","4, ZONE",454G,77016,CLOSED,2025-01-29,01:08 PM
218759,Tree Trim,2025-01-29 01:48 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5319 Dewberry St,  Houston,  Texas,  77021","6, ZONE",534N,77021,CLOSED,2025-01-29,01:48 PM
218760,Tree Removal,2025-01-29 02:16 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4110 Law St,  Houston,  Texas,  77005","7, ZONE",492W,77005,CLOSED,2025-01-29,02:16 PM
218766,Tree Removal,2025-01-29 03:51 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","9538 Vilven Ln,  Houston,  Texas,  77080","3, ZONE",450P,77080,CLOSED,2025-01-29,03:51 PM
218767,Tree Trim,2025-01-29 03:51 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","10403 Silkwood Dr,  Houston,  Texas,  77031","7, ZONE",530W,77031,CLOSED,2025-01-29,03:51 PM
218768,Tree Trim,2025-01-29 04:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1816 Summer St,  Houston,  Texas,  77007","2, ZONE",493F,77007,CLOSED,2025-01-29,04:24 PM
218769,Tree Removal,2025-01-29 04:30 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6002 Southridge St,  Houston,  Texas,  77033","6, ZONE",534P,77033,CLOSED,2025-01-29,04:30 PM
218778,Tree Trim,2025-01-30 07:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2304 Mcclendon St,  Houston,  Texas,  77030","7, ZONE",532G,77030,CLOSED,2025-01-30,07:54 AM
218784,Tree Trim,2025-01-30 09:46 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7171 Lawndale St,  Houston,  Texas,  77023","5, ZONE",535A,77023,CLOSED,2025-01-30,09:46 AM
218785,Tree Removal,2025-01-30 09:53 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7145 Sims Dr,  Houston,  Texas,  77061","6, ZONE",534Z,77061,CLOSED,2025-01-30,09:53 AM
218786,Tree Trim,2025-01-30 10:22 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","6500 Almeda Rd,  Houston,  Texas,  77021 (Hermann Park - Maintenance)","7, ZONE",533F,77030,CLOSED,2025-01-30,10:22 AM
218787,Tree Planting,2025-01-30 10:34 AM,Tree Planting Inspection,TREEPROTECTION,"UF - LEIJA, DANIEL","2404 Arbor St,  Houston,  Texas,  77004","6, ZONE",533B,77004,CLOSED,2025-01-30,10:34 AM
218788,Tree Stump Grinding,2025-01-30 10:34 AM,Tree Stump Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2404 Arbor St,  Houston,  Texas,  77004","6, ZONE",533B,77004,CLOSED,2025-01-30,10:34 AM
218789,Tree Removal,2025-01-30 10:49 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","11655 Chimney Rock Rd,  Houston,  Texas,  77035 (Chimney Rock Park)","7, ZONE",571B,77035,CLOSED,2025-01-30,10:49 AM
218791,Tree Removal,2025-01-30 11:19 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","5943 Bent Bough Ln,  Houston,  Texas,  77088","3, ZONE",411T,77088,CLOSED,2025-01-30,11:19 AM
